,,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
dpto_merger_str,circuito,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,
suipacha,0929,2,8107,7981,8322,7051,6446,6873,2800,2264,3023,2551,1905,2038,635,655,592,733,429,322,571,659,92,160,129
comuna 01,0002,1,9726,9948,9948,6771,5631,5715,2409,2612,2736,2098,1973,2097,878,0,0,195,75,60,0,0,358,547,533
comuna 03,0040,1,9082,9101,9104,7073,6317,6369,2897,3097,3218,1832,1712,1828,1141,0,0,173,58,45,0,0,296,448,449
mercedes,0640,2,7811,8407,8407,6670,6375,6778,2279,2652,3280,2362,1818,2011,1271,1015,666,428,252,190,474,334,208,269,214
berazategui,0789F,2,0,11876,12578,0,9280,10534,0,3134,4153,0,3307,3758,0,1545,1123,0,428,348,489,435,437,695,0
comuna 04,0055,1,9399,9717,9717,7506,4728,5074,2651,2877,2980,2268,1982,2265,1375,0,0,250,96,77,0,0,273,452,382
la plata,0505A,2,7280,9171,9170,6220,6060,7125,1587,1952,2581,2553,2344,2603,959,787,598,372,290,270,522,443,265,359,288
pilar,0769,2,7339,8622,8973,6195,6297,7130,2641,2657,3511,1750,1781,2057,954,833,648,525,299,236,417,327,171,274,142
comuna 04,0044,1,8868,9107,9107,6107,6639,6682,2725,3041,3156,1824,1716,1890,1183,0,0,158,90,53,0,0,341,485,486
leandro n. alem,0549,2,8309,8442,8092,6564,6219,6537,2375,2520,2886,2346,2131,2398,907,795,389,812,485,389,252,258,148,134,160
ensenada,0491A,2,7306,8425,9315,5991,5737,7325,1205,1400,2113,2600,2911,3657,1018,730,564,635,371,273,190,237,255,379,295
bahia blanca,0089,2,7873,8503,8503,6138,6338,6802,3506,3863,4467,968,854,931,647,560,432,425,210,170,405,400,227,354,320
mercedes,0642,2,7545,8245,8245,6540,6602,6476,2000,2398,3048,2412,1876,2076,1292,981,707,492,228,196,412,381,210,288,200
general alvear,0310,2,7654,8250,8242,6575,6310,6581,2771,2861,3506,1857,1034,1321,453,698,618,1099,630,480,855,502,48,108,62
general la madrid,0330,2,7667,8177,8178,6585,6056,6721,2744,2835,3487,2337,1817,1855,434,740,511,856,496,401,125,156,77,156,84
san fernando,0872,2,10738,9981,9982,6023,5568,5841,2120,2437,2838,749,663,723,1313,1048,728,171,113,139,183,146,152,275,216
florencio varela,0303A,2,8007,7650,8703,6148,5818,6773,975,995,1547,3283,2910,3488,1388,790,731,781,382,387,278,362,134,237,206
la plata,0497B,2,8262,8720,7670,6539,6333,6025,2379,2346,2686,1952,1590,1752,1330,848,638,547,287,216,403,336,279,343,348
general paz,0345,2,6959,8090,8082,6198,6608,6890,2436,2330,3094,2306,2250,2411,689,983,813,443,378,263,123,126,91,146,103
bahia blanca,0075,2,7530,8330,8680,5502,5919,6886,2760,3075,3918,1158,1014,1198,884,744,569,526,202,201,513,521,281,433,353
comuna 13,0134,1,8678,8769,8774,6837,5537,5924,3676,3820,3920,1073,998,1067,662,0,0,143,73,49,0,0,176,289,275
la plata,0509A,2,6643,9134,9135,5555,6441,6456,2034,2363,2964,1559,1426,1588,1149,918,653,380,236,278,427,411,263,315,220
comuna 03,0033,1,10109,9962,9280,6683,2942,5163,3004,3098,3065,1726,1417,1452,1068,0,0,183,101,60,0,0,294,419,444
berazategui,0792B,2,7971,7001,8903,6214,4706,6588,1312,1195,2060,2513,2316,2896,1207,892,784,641,331,353,272,388,167,349,277
tapalque,0944,2,7571,7762,7755,6055,6019,6032,2278,2066,2552,2324,1871,2141,789,1179,1052,773,303,314,161,121,39,86,61
comuna 04,0056,1,9072,8586,8931,7082,4306,4862,2417,2454,2575,2098,1646,1947,1377,0,0,253,82,62,0,0,266,353,373
comuna 09,0091,1,8515,8829,8831,6429,4256,5803,1658,1918,2030,2730,2142,2590,1388,0,0,273,127,55,0,0,246,404,273
comuna 10,0112,1,8551,8527,8529,5965,5679,5510,2505,2808,2944,1599,1472,1544,1203,0,0,174,92,66,0,0,253,437,417
comuna 13,0144,1,8210,8137,8136,6366,5132,6244,4049,4066,4156,735,721,717,429,0,0,65,76,56,0,0,165,287,241
alberti,0010,2,7167,7632,7275,5827,6043,6002,2473,2593,2899,2077,760,719,578,493,316,777,483,397,1516,1540,59,95,87
la costa,0337C,2,7202,8289,8289,5633,5469,6080,2136,2295,2758,1801,1627,1949,818,695,534,465,335,341,156,195,192,276,267
san nicolas,0902,2,7337,7506,7501,5995,5465,6161,1976,2344,2793,1946,1701,1817,1285,914,691,500,324,297,271,295,150,219,200
olavarria,0711A,2,7628,7660,7652,6169,5287,5920,2492,2541,3117,1332,1202,1269,1212,1120,787,660,298,160,240,254,151,224,241
mar chiquita,0619,2,7211,7566,7566,6253,5652,5738,2612,2415,3001,2477,1646,1842,446,802,537,552,244,250,235,201,73,146,68
hipolito yrigoyen,0742,2,7078,7920,7913,5489,5740,6124,2339,2553,2863,2003,931,1148,503,426,305,766,448,455,1135,1150,47,90,70
comuna 07,0085,1,8036,7951,7953,6519,5701,6352,2828,3068,3133,1287,1204,1275,953,0,0,108,56,41,0,0,213,331,364
monte hermoso,0239,2,7909,7807,7807,6089,5287,5738,1905,1806,2159,2333,798,812,875,287,226,565,306,215,2047,2023,90,141,144
la plata,0503A,2,6244,8773,9532,4934,5472,6692,1629,1819,2477,1681,1346,1742,946,806,587,432,220,194,423,372,277,361,304
comuna 03,0036,1,8532,8513,8516,5713,4954,5826,2209,2406,2561,1847,1652,1799,1119,0,0,228,75,56,0,0,329,486,439
comuna 13,0140,1,8440,8183,8525,5758,4808,5929,3488,3487,3726,1033,929,973,679,0,0,117,77,55,0,0,209,351,314
florentino ameghino,0361,2,6759,7178,7173,5980,5547,6066,2592,2352,2956,2582,360,617,405,855,719,204,181,143,1639,1442,104,128,89
comuna 01,0016,1,8383,8330,8327,6111,5088,5187,2249,2473,2605,1777,1555,1603,821,0,0,151,66,40,0,0,258,383,404
comuna 09,0093,1,8356,8362,8360,5716,4177,4776,2374,2738,2836,1824,1748,1870,1418,0,0,184,68,54,0,0,236,361,350
comuna 01,0007,1,7838,8059,8060,5556,5395,5864,3915,3990,4199,601,548,571,474,0,0,88,38,29,0,0,103,178,191
comuna 01,0015,1,8720,8167,8507,6139,4568,5373,2081,2163,2353,1854,1521,1742,845,0,0,209,70,64,0,0,231,410,428
tornquist,0953,2,6754,7708,7702,5538,5656,5754,2409,2468,2882,1664,727,679,518,585,550,567,258,225,1156,1081,144,190,140
lanus,0264,2,7175,6958,7658,5896,4885,5904,2361,2313,2988,1600,1418,1753,980,789,616,225,118,117,253,256,210,418,323
castelli,0185,2,6784,7350,7342,5736,5181,5752,2113,2242,2605,2260,651,708,512,451,262,663,367,643,1762,1602,55,97,58
general san martin,0383,2,6218,8071,8875,5331,5489,5742,2322,2542,2922,1090,942,1108,1123,820,622,232,122,69,327,286,252,368,288
comuna 01,0008,1,8464,8796,8798,5440,3851,5212,3386,3527,3637,879,781,810,529,0,0,96,55,40,0,0,113,209,196
punta indio,0613,2,6753,7466,7466,5182,5599,5899,2058,2594,2933,1908,1726,1868,457,398,328,734,252,299,140,119,137,200,123
la plata,0477,2,8041,7246,7595,5805,4630,5341,2290,2269,2748,1460,1205,1408,858,589,423,284,116,171,315,265,319,426,434
la plata,0508C,2,6947,7197,7546,4951,5198,5852,1534,1504,2087,2254,1779,2170,1068,747,571,554,299,256,392,360,237,319,239
la matanza,0631B,2,7784,4730,8234,6210,3779,6765,2759,1713,3475,1765,994,1880,1136,453,596,249,94,93,208,286,137,405,316
zarate,1015,2,6896,6871,6867,5831,5301,5666,1901,2170,2637,1769,1609,1697,1184,908,664,504,224,191,173,187,200,252,243
comuna 02,0020,1,7946,8077,7739,5782,4845,4954,3788,3663,3665,874,705,807,450,0,0,102,58,56,0,0,96,167,135
salliquelo,0746,2,6731,7154,7149,5561,5386,5546,2425,2510,2836,1674,1160,1332,513,426,333,799,928,817,182,108,34,64,47
lujan,0599,2,6527,6929,6929,5524,5608,5413,1790,1741,2408,1828,1760,1713,1068,941,738,438,269,260,304,305,135,211,138
la plata,0508E,2,5932,8034,8029,4776,5686,5628,1615,1706,2211,1581,1336,1580,1090,759,547,423,169,189,362,304,223,290,241
lomas de zamora,0592,2,6952,7004,7289,4962,5300,5156,2334,2540,2924,1347,1260,1409,826,799,578,198,127,91,281,235,249,418,336
san cayetano,0871,2,6908,6273,6972,5609,4473,5230,2822,2363,3043,1351,821,932,589,980,956,699,276,411,44,66,30,62,59
general san martin,0382,2,6269,6795,6440,5026,5260,5354,2260,2497,2792,1066,1059,1163,1159,914,605,259,165,83,353,295,269,351,287
general pinto,0354,2,5907,6464,6462,4750,4895,5302,1536,1597,1886,1814,669,632,685,1941,2064,665,374,322,198,156,151,177,163
comuna 01,0018,1,7648,7492,7504,5049,4011,3996,1976,2049,2182,1681,1360,1519,899,0,0,189,74,57,0,0,230,325,373
tres lomas,0744,2,6272,6100,6445,5095,4612,5210,1706,1611,2208,2158,1699,1950,434,519,444,888,427,373,85,83,57,103,70
la plata,0508B,2,5987,6856,6153,5089,4954,4588,1062,1154,1470,2251,1945,2049,959,651,472,473,294,218,441,356,166,227,228
comuna 01,0005,1,7449,7976,7978,3914,4147,4808,846,1105,1496,2587,1740,2085,763,0,0,218,80,59,0,0,195,314,181
avellaneda,0030,2,7259,5791,6138,5156,4456,4879,1775,1694,2170,1564,1379,1620,916,634,431,235,112,97,172,173,227,347,286
la plata,0509,2,9531,6709,6871,6044,3224,4169,939,1000,1479,1308,1098,1356,623,574,449,289,243,165,299,221,114,173,129
san nicolas,0903,2,5756,6210,6555,4896,4137,4758,954,1305,1815,1783,1677,1959,1258,820,715,397,320,307,298,265,122,188,166
la plata,0519,2,6834,5879,6545,4994,4522,4768,1960,1886,2223,1175,1103,1241,531,460,299,186,129,124,244,222,319,454,521
comuna 04,0045,1,6601,6669,7002,4650,4009,4780,2045,1996,2259,1551,1334,1515,729,0,0,130,69,53,0,0,265,361,340
pinamar,0339A,2,0,10460,10810,0,5967,7033,0,1614,2263,0,1669,1808,0,864,711,0,313,456,371,368,116,211,0
villarino,1007,2,6164,5821,6171,5103,3827,4527,1601,1255,1754,1083,779,790,1112,622,1009,868,821,584,361,353,98,132,101
general alvarado,0306,2,5648,5690,6041,4066,4213,4646,1303,1443,1985,1459,1158,1388,1139,858,805,469,494,459,122,167,64,107,91
berisso,0511,2,5451,5436,5787,4668,3827,4515,1338,1315,1922,1444,1224,1564,1001,727,534,486,244,194,318,279,208,273,236
mercedes,0639,2,5320,5599,5599,4571,4321,4178,948,1119,1523,2048,1588,1833,885,690,484,485,309,171,320,269,112,147,105
bahia blanca,0088,2,5659,5802,5803,4279,4299,4402,1306,1561,1951,1152,1015,1064,827,631,476,475,209,163,358,428,180,270,221
comuna 04,0046,1,6339,6028,6034,4505,3751,3329,1915,1804,1968,1445,1188,1312,748,0,0,113,74,43,0,0,198,319,313
carlos tejedor,0169,2,5202,5283,5283,4613,4128,4279,1998,1397,1848,1651,788,835,248,680,419,531,407,323,548,695,55,111,79
canuelas,0158A,2,5050,5469,5817,3771,4094,4235,605,763,1079,2438,2278,2710,716,371,318,179,170,183,198,210,194,260,192
bahia blanca,0079,2,5213,5334,5684,3966,4146,4432,1650,2028,2468,905,793,885,544,402,330,377,214,126,292,310,174,250,218
comuna 12,0131,1,5663,5665,5666,4627,3692,4490,2042,2151,2220,867,839,864,673,0,0,108,56,37,0,0,162,244,253
san isidro,0894,2,5287,5907,5905,3831,4044,3735,3013,2754,3156,320,308,337,291,233,178,95,60,72,68,73,94,159,121
la costa,0337A,2,5815,6281,6281,4094,3807,3946,1109,1192,1490,1069,982,1097,574,371,302,251,198,190,84,94,111,160,162
pellegrini,0743,2,5149,5136,5134,4334,3594,3828,2066,1963,2389,764,487,524,810,738,678,590,312,270,173,128,24,60,32
puan,0778,2,5222,5277,5277,4219,3430,3470,2235,2290,2518,841,490,600,467,517,460,398,176,136,123,92,166,169,90
florencio varela,0302F,2,4370,5140,5490,3770,3728,4329,487,586,946,1864,1922,2123,722,571,444,500,260,314,197,227,108,192,95
general pueyrredon,0369,2,5599,4754,6161,3929,3101,4166,1272,1117,1737,1224,827,1365,529,400,395,384,241,170,147,163,91,187,110
chascomus,0207L,2,4746,4816,4750,4174,3833,3961,1697,1588,1981,1467,1207,1180,280,312,259,551,400,303,101,98,94,125,58
bahia blanca,0078,2,4982,5034,5035,3407,3869,3979,2009,2151,2440,718,615,631,451,374,277,321,126,104,275,261,188,237,249
tigre,0533,2,4693,5374,5375,3301,3734,3811,803,943,1182,1160,1139,1244,764,787,643,341,184,140,186,199,239,370,313
coronel de marina l. rosales,0248D,2,4551,4899,5250,3382,3682,4072,1510,1546,2171,811,562,706,654,636,551,422,392,259,160,183,68,133,96
la plata,0474,2,4358,5070,5070,3562,3833,3790,1759,2096,2379,716,731,846,371,385,243,109,98,77,180,194,208,307,273
san nicolas,0911,2,4375,4967,4965,3380,3668,4020,862,1294,1686,1158,1214,1281,812,707,506,387,240,202,234,219,85,119,95
general arenales,0314,2,4578,4790,4790,3905,3652,3525,1719,1704,1998,1385,1113,1123,324,376,277,344,204,157,67,135,52,66,46
avellaneda,0026,2,4930,4470,5168,3308,3010,3870,310,291,445,2661,2109,2862,370,216,185,359,225,133,87,131,47,105,102
lujan,0598,2,4721,4472,4472,3952,3558,3338,1443,1327,1691,1114,979,988,764,589,454,315,164,142,196,180,104,149,121
la plata,0503,2,4186,4870,4868,3324,2999,3725,1004,1376,1735,1282,1026,1216,677,512,340,289,190,146,303,301,150,233,149
puan,0776,2,4831,4827,4827,3306,2995,3583,1958,1379,2206,953,551,558,318,366,323,399,108,111,172,176,68,135,78
villarino,1010,2,4531,4587,4587,3460,3169,3584,1278,1156,1496,899,594,665,875,473,659,582,539,449,201,195,37,63,32
trenque lauquen,0961,2,4329,4774,4773,3184,3124,3584,1228,1240,1716,803,733,814,778,854,613,455,173,224,72,83,33,73,58
esteban echeverria,0287B,2,3694,4315,4666,3232,3554,3931,1767,1790,2397,741,726,832,371,410,298,150,77,63,164,143,100,177,86
tigre,0536A,2,3558,4492,4492,3094,3638,3763,1178,1673,1941,649,639,722,891,948,768,166,93,84,96,105,81,133,108
guamini,0431,2,3977,4374,4371,3402,3373,3550,1311,1473,1689,1383,996,1124,267,488,418,356,251,189,66,63,23,42,29
comuna 01,0014,1,5204,5139,5115,3170,2512,3242,1665,1622,1767,883,770,809,470,0,0,79,38,26,0,0,100,179,172
coronel suarez,0254,2,4380,4706,4350,3438,3399,3002,1383,1259,1612,789,660,649,589,620,521,478,379,319,71,79,65,67,47
la plata,0518,2,9671,2640,4207,5268,2039,2571,1100,935,1236,539,441,577,241,192,178,86,37,57,112,86,167,221,240
general arenales,0316,2,4126,4249,4249,3504,3226,3127,1968,1905,2196,953,746,733,257,272,238,228,98,100,55,101,26,50,37
la plata,0473,2,4456,4101,4450,3532,2838,3449,1732,1541,1917,723,590,737,301,275,256,97,72,75,185,132,199,307,321
avellaneda,0032,2,4120,4189,4187,3171,3322,3412,1005,938,1200,1301,1267,1413,665,544,367,213,80,74,161,136,129,206,177
veinticinco de mayo,0983,2,4280,3506,4410,3577,2805,3327,1279,1251,1832,947,683,913,817,265,284,407,174,159,323,373,23,27,27
bahia blanca,0093,2,3878,4439,4440,3091,3083,3374,942,1092,1347,842,893,929,593,393,358,413,224,162,264,318,152,202,165
exaltacion de la cruz,0295,2,3520,4458,4458,2683,3359,3514,1168,1413,1743,870,810,922,522,422,303,201,303,259,116,110,78,137,95
ramallo,0803,2,3775,3877,3871,3261,2836,3248,1265,1241,1523,972,810,1037,527,519,307,346,243,162,148,164,30,48,64
patagones,0732,2,3847,3939,3939,2844,2987,3115,1464,1404,1733,823,644,678,525,565,457,265,139,97,58,85,34,55,33
lobos,0575,2,3622,4075,4074,2725,2651,3283,1057,1247,1526,1000,1030,1010,479,309,293,332,191,132,220,212,91,106,62
san miguel,0401,2,6231,6705,6704,2735,2017,2586,504,509,621,131,97,88,222,103,59,72,22,7,31,23,17,21,20
la plata,0521,2,3920,3874,3874,3139,2751,3112,1318,1356,1575,765,719,803,346,272,212,112,63,67,173,127,222,304,325
lujan,0602,2,3986,3392,4793,2942,2268,3304,1067,797,1447,875,590,923,538,322,388,307,55,146,95,224,63,125,66
canuelas,0158B,2,3462,3602,3950,2904,2586,3126,462,567,841,1479,1373,1598,543,324,282,306,149,141,113,138,68,115,82
florencio varela,0303,2,3554,3952,3952,2547,2627,2446,473,602,767,1301,1440,1458,575,366,316,353,271,188,110,165,46,85,91
san fernando,0873,2,3548,3543,3347,2920,2851,2729,1339,1530,1642,369,356,357,723,607,423,172,76,71,90,81,87,135,136
la plata,0517,2,3691,3725,3725,2632,2517,2618,1363,1330,1551,606,539,646,251,239,165,96,57,77,159,131,200,282,283
olavarria,0715,2,3497,3534,3528,2839,2557,2764,815,938,1252,883,715,734,766,610,502,286,147,84,135,127,32,45,34
esteban echeverria,0286,2,3442,3736,3736,2307,2816,2882,494,497,684,1464,1302,1503,493,357,269,49,56,169,118,118,59,117,76
bahia blanca,0077,2,3140,3763,3763,2534,2808,2867,901,1147,1388,627,666,675,450,366,283,335,148,133,185,216,92,135,112
olavarria,0717,2,3536,3487,3483,2936,2422,2779,847,801,1111,985,863,946,584,533,383,298,139,58,153,175,30,72,84
presidente peron,0304C,2,2980,3495,3496,2613,2862,2945,300,348,476,1335,1393,1664,560,437,329,293,255,167,148,143,105,138,79
leandro n. alem,0552,2,3463,3470,3470,2316,2764,2813,867,948,1215,1044,1005,1100,594,460,228,184,124,92,93,85,38,57,50
la matanza,0632B,2,3134,3299,3299,2117,2785,2802,812,1029,1208,705,869,910,555,460,297,133,60,46,119,122,129,204,132
olavarria,0719,2,3252,3315,3311,2671,2242,2599,849,869,1181,709,645,748,725,482,381,216,120,63,145,118,82,97,98
zarate,1016,2,2740,3280,3277,2324,2641,2670,663,940,1144,790,859,895,459,428,293,230,95,99,76,91,81,124,91
la plata,0481,2,3141,3242,3237,2530,2441,2535,1214,1221,1291,540,453,534,245,221,166,93,79,49,150,125,129,195,202
la plata,0488,2,3276,2640,3340,2603,2080,2709,1115,933,1422,609,431,635,357,230,197,118,43,63,105,117,130,247,244
canuelas,0158,2,2922,3152,3150,2410,2196,2269,840,1002,1225,728,703,804,471,329,238,144,61,51,115,109,86,114,98
chascomus,0203,2,3384,2636,2985,2879,2046,2120,891,785,1061,822,545,668,609,264,306,403,208,215,93,66,40,72,78
la plata,0484,2,3586,3177,3467,2452,1996,2166,1048,1045,1222,479,448,513,219,207,151,77,62,56,121,97,147,208,215
pila,0765,2,2795,2952,2945,2452,2340,2483,594,850,1106,908,812,920,561,353,192,325,167,153,42,42,21,35,22
san isidro,0890,2,3026,3027,3025,2446,2281,2364,1373,1440,1562,395,301,365,328,241,177,108,70,73,61,62,68,112,88
azul,0067,2,2865,3236,3230,2051,2350,2527,581,906,1191,698,607,692,312,521,389,210,111,122,50,69,35,53,37
adolfo alsina,0003,2,2772,3114,3112,2225,2145,2477,971,1210,1443,598,486,516,314,312,268,261,142,89,163,106,30,46,30
villarino,1011A,2,2855,2914,2914,2410,2334,2407,894,834,1022,725,604,582,432,282,393,298,393,239,89,105,34,46,19
la plata,0476,2,3048,2953,2953,2468,2287,2350,1215,1213,1362,521,466,501,221,200,145,71,73,66,95,108,92,158,186
carlos tejedor,0173,2,3073,2670,3020,2444,2112,2205,1223,682,1156,994,210,245,255,355,243,214,151,118,497,711,7,29,35
general arenales,0318,2,2861,2873,2873,2457,2250,2318,1066,1117,1298,794,684,648,272,199,177,245,132,81,39,63,18,43,34
la plata,0497F,2,5652,2100,3004,2966,1203,1929,554,456,883,549,377,613,471,197,247,224,114,175,110,152,63,117,94
mar chiquita,0620,2,2792,2866,2866,2414,2195,2276,1083,1118,1294,903,533,621,201,287,167,172,104,96,44,47,12,38,19
la plata,0496E,2,2224,3093,3444,1458,2413,2778,591,795,1105,604,723,924,308,320,237,144,92,131,163,147,130,208,115
san fernando,0880B,2,2611,3041,3041,2166,2117,2434,697,861,998,548,541,677,632,536,455,117,86,87,96,82,88,122,90
lincoln,0562,2,2820,2842,2842,2401,2211,2025,1001,995,1329,709,459,521,401,330,230,190,112,74,156,129,21,26,16
la plata,0480,2,2857,2860,2856,2299,2195,2001,1076,1087,1217,481,362,485,222,201,174,88,49,55,122,113,136,210,217
la plata,0505B,2,2328,3756,3754,1641,1947,2308,385,399,538,849,641,817,402,297,240,195,83,80,166,173,118,113,51
la plata,0516,2,2920,2858,2858,2245,2106,2174,1040,1049,1214,472,394,453,219,181,142,65,50,53,116,98,130,192,209
la plata,0482,2,2801,2801,2903,1994,2197,2303,1100,962,1255,501,464,517,215,182,166,53,31,50,118,111,80,186,203
la plata,0483,2,2716,2748,2748,2267,1899,2243,1062,1085,1253,495,405,483,240,228,174,88,53,60,117,96,106,171,162
benito juarez,0439,2,2625,2808,2804,2223,1868,2186,562,657,903,747,626,660,516,397,270,268,258,239,54,52,47,63,59
magdalena,0604,2,2655,2732,2726,2202,1828,2196,928,947,1130,519,515,522,485,320,304,179,102,92,76,69,31,67,51
guamini,0430,2,2682,2745,2743,1973,2066,2134,914,880,1006,847,557,636,159,213,173,246,270,176,61,56,28,51,44
la plata,0468,2,3634,3266,3265,2202,1813,1891,822,748,857,382,326,375,143,151,101,67,40,37,81,66,88,142,148
san fernando,0880A,2,2496,2658,2658,2000,1602,2217,387,401,552,780,787,872,649,569,420,257,162,181,100,108,62,80,66
azul,0062,2,2559,2952,2947,1533,1919,2231,517,1098,1304,325,416,449,172,351,262,150,121,98,71,72,37,45,23
san nicolas,0906,2,2466,2480,2479,2049,2004,2030,678,810,966,695,631,661,427,277,198,162,94,78,95,64,31,47,37
bolivar,0132,2,2571,2529,2525,2072,1896,1995,921,983,1132,486,253,183,397,248,155,216,90,73,230,401,9,31,20
la plata,0485,2,2979,2456,2456,2177,1907,1944,871,850,975,481,428,494,171,152,105,78,51,52,84,106,128,189,207
general lavalle,0338,2,2250,2755,2755,1855,1910,2141,814,895,1122,250,366,391,535,445,409,157,68,91,34,43,11,24,14
la plata,0487,2,2409,2438,2438,2005,1923,1998,840,908,1062,470,412,470,262,193,134,95,33,57,99,85,124,178,189
necochea,0691,2,2302,2451,2701,1825,1536,2067,864,823,1248,362,370,427,356,279,244,122,80,57,42,37,23,35,31
nueve de julio,0706,2,2379,2331,2331,1971,1784,1851,797,849,1010,670,453,479,270,289,219,156,51,45,65,62,19,33,36
mercedes,0641,2,2253,2395,2395,1886,1834,1909,648,781,949,626,447,547,339,242,185,145,76,62,145,89,50,71,69
leandro n. alem,0551,2,2418,2401,2401,1674,1795,1932,726,651,944,590,526,651,294,276,117,257,76,109,37,63,18,40,36
san pedro,0917,2,1978,2459,2455,1697,1969,1859,517,605,826,623,513,783,275,379,166,235,97,110,59,52,14,30,20
la plata,0486,2,2841,1249,2848,2058,995,2349,989,445,1170,539,195,560,258,91,156,96,24,64,47,116,99,260,263
san fernando,0874,2,2399,2371,2371,1889,1530,1529,557,598,732,502,430,491,537,452,335,117,49,73,71,59,66,92,76
pinamar,0339B,2,0,3923,3515,0,2316,2560,0,1085,1353,0,523,583,0,333,236,0,84,128,147,115,60,109,0
tornquist,0955A,2,2113,2313,2311,1726,1730,1818,761,832,1009,385,259,288,284,270,222,124,55,30,125,132,85,115,73
san pedro,0922,2,2222,2243,2239,1844,1738,1503,758,726,872,496,369,484,357,355,238,150,89,80,80,64,17,42,31
chivilcoy,0222,2,2235,2227,2224,1859,1423,1771,448,464,683,454,186,178,781,534,488,142,64,76,334,334,11,12,19
la plata,0464,2,2264,2244,2244,1833,1752,1520,857,893,1005,377,352,411,179,160,106,71,33,41,80,78,87,141,170
la plata,0466,2,2330,2194,3113,1476,1643,1559,771,942,1041,248,265,303,144,145,104,50,31,22,54,54,93,131,117
san fernando,0876,2,2228,2211,2211,1813,1423,1740,433,462,595,528,469,548,533,420,322,182,141,113,97,75,51,79,66
la plata,0469,2,2397,2176,2176,1863,1599,1636,769,675,831,437,353,417,189,163,89,76,32,46,113,79,122,127,205
brandsen,0150,2,2000,2073,2071,1744,1720,1741,691,632,812,520,466,555,224,203,160,232,231,65,74,52,49,79,47
bragado,0143,2,1880,2247,2247,1583,1393,1831,739,714,910,514,500,562,175,225,149,101,68,39,185,124,29,44,25
tres arroyos,0972,2,2168,2160,2160,1701,1599,1646,535,642,787,467,417,436,410,293,262,223,86,73,37,45,16,19,27
coronel suarez,0258A,2,2028,2126,2122,1700,1444,1758,592,471,573,464,294,389,331,375,405,202,407,247,58,55,49,61,34
olavarria,0716,2,2240,2101,2262,1693,1484,1654,553,543,804,348,311,379,495,320,250,239,167,78,58,79,23,38,34
villarino,1008,2,2018,2031,2031,1742,1367,1691,765,782,884,388,264,297,282,161,252,221,265,162,65,58,22,31,16
general villegas,0416,2,2077,2091,2091,1707,1476,1578,691,591,795,251,249,289,538,370,329,179,105,79,78,49,18,30,27
general arenales,0317,2,2081,1754,2105,1522,1440,1770,804,678,969,777,436,475,121,165,185,72,70,70,17,36,10,27,19
saavedra,0839,2,2183,2157,2155,1609,1515,1536,566,651,725,547,407,460,211,160,145,148,67,45,68,64,49,82,38
la plata,0467,2,2086,2055,2055,1640,1576,1580,822,854,957,327,254,290,144,139,103,67,33,37,89,67,75,122,126
daireaux,0183,2,1980,1969,1965,1694,1520,1597,712,727,865,607,445,500,199,171,91,150,66,82,54,36,11,18,8
patagones,0731,2,2158,2149,2149,1610,1212,1527,718,674,804,458,365,410,231,266,200,142,61,47,14,26,16,31,22
necochea,0687,2,2047,2018,2018,1632,1512,1314,806,717,880,393,373,401,246,234,179,124,53,36,47,52,21,28,24
bahia blanca,0080,2,2253,1842,2192,1606,1246,1539,878,667,932,248,156,182,202,140,157,142,57,59,135,128,31,66,40
tandil,0937,2,2049,1992,1990,1648,1445,1248,571,539,684,473,401,454,299,248,185,235,102,84,79,82,14,37,34
comuna 01,0003,1,1949,2203,2203,1543,1371,1380,1093,1190,1221,155,119,131,126,0,0,20,10,15,0,0,15,18,24
la plata,0465,2,1954,1904,1904,1589,1485,1558,759,792,921,332,259,310,168,150,96,56,30,43,70,72,82,108,116
la plata,0508F,2,1367,2528,2944,1076,1450,1629,326,371,586,370,324,490,227,181,169,70,54,71,108,154,49,93,39
lujan,0600,2,2417,1769,2469,1579,888,1361,549,430,785,398,303,357,371,180,195,183,88,110,62,98,13,35,28
comuna 01,0004,1,2027,2153,2154,1569,1081,1565,1127,1138,1176,156,117,126,121,0,0,20,14,16,0,0,8,19,22
san nicolas,0910,2,1902,1893,1891,1554,1468,1528,608,716,880,288,244,265,435,268,201,82,26,41,97,79,32,50,49
chacabuco,0197,2,1654,1935,1933,1406,1561,1590,615,847,944,475,313,347,177,150,100,78,51,49,157,125,15,23,19
