dpto_merger_str,circuito,PROV_REF_ID,ELECTORES,VOTANTES,CAMBIEMOS,UNIDAD CIUDADANA,1PAIS,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,VOTOS BLANCOS
baradero,0106,2,395.0,304.0,137.0,73.0,35.0,11.0,9.0,39.0
carlos tejedor,0171,2,356.0,323.0,166.0,84.0,32.0,1.0,22.0,18.0
saladillo,0850,2,400.0,302.0,162.0,83.0,20.0,6.0,14.0,12.0
san nicolas,0909,2,490.0,117.0,213.0,56.0,70.0,15.0,18.0,19.0
exaltacion de la cruz,0296,2,395.0,297.0,142.0,76.0,27.0,4.0,13.0,34.0
loberia,0568A,2,390.0,297.0,132.0,117.0,25.0,10.0,3.0,8.0
zarate,1019,2,376.0,304.0,132.0,99.0,36.0,6.0,14.0,14.0
lobos,0581,2,378.0,296.0,198.0,46.0,19.0,4.0,21.0,8.0
roque perez,0836,2,372.0,294.0,95.0,125.0,53.0,2.0,8.0,7.0
chivilcoy,0218,2,354.0,297.0,112.0,50.0,51.0,3.0,65.0,16.0
saladillo,0847,2,356.0,292.0,162.0,72.0,30.0,4.0,7.0,12.0
general viamonte,0409,2,357.0,287.0,180.0,66.0,28.0,2.0,3.0,7.0
magdalena,0609,2,370.0,270.0,153.0,43.0,41.0,9.0,15.0,9.0
nueve de julio,0707,2,348.0,277.0,165.0,46.0,28.0,8.0,18.0,9.0
tapalque,0949,2,346.0,275.0,88.0,137.0,29.0,2.0,3.0,14.0
general arenales,0316A,2,330.0,282.0,141.0,100.0,19.0,1.0,14.0,7.0
general la madrid,0335,2,337.0,274.0,169.0,59.0,29.0,6.0,3.0,7.0
marcos paz,0624A,2,400.0,238.0,81.0,95.0,27.0,10.0,17.0,8.0
tres arroyos,0975B,2,403.0,157.0,153.0,102.0,39.0,7.0,8.0,5.0
leandro n. alem,0553,2,328.0,272.0,128.0,109.0,14.0,6.0,3.0,12.0
mercedes,0646,2,352.0,256.0,123.0,67.0,35.0,4.0,20.0,7.0
monte,0657,2,327.0,255.0,145.0,59.0,22.0,3.0,12.0,12.0
veinticinco de mayo,0990,2,320.0,257.0,165.0,33.0,35.0,3.0,1.0,20.0
balcarce,0100,2,330.0,253.0,160.0,37.0,27.0,9.0,13.0,0.0
junin,0456,2,327.0,250.0,141.0,62.0,15.0,8.0,14.0,8.0
balcarce,0103A,2,313.0,255.0,171.0,21.0,31.0,10.0,16.0,6.0
lobos,0576,2,373.0,146.0,152.0,67.0,28.0,7.0,24.0,10.0
general paz,0347,2,306.0,247.0,97.0,90.0,40.0,6.0,4.0,7.0
san fernando,0882,2,406.0,194.0,71.0,54.0,27.0,11.0,21.0,10.0
brandsen,0152,2,304.0,238.0,99.0,86.0,29.0,10.0,4.0,8.0
pergamino,0747A,2,294.0,235.0,147.0,40.0,23.0,7.0,12.0,6.0
pehuajo,0740,2,301.0,233.0,102.0,78.0,24.0,3.0,12.0,9.0
carlos casares,0167A,2,287.0,236.0,116.0,38.0,23.0,1.0,34.0,24.0
veinticinco de mayo,0989,2,284.0,233.0,108.0,70.0,21.0,10.0,11.0,12.0
general villegas,0417,2,303.0,219.0,141.0,26.0,40.0,1.0,9.0,2.0
capitan sarmiento,0122,2,282.0,230.0,110.0,75.0,20.0,6.0,4.0,13.0
lujan,0597,2,284.0,225.0,169.0,32.0,11.0,3.0,5.0,2.0
brandsen,0153,2,272.0,229.0,123.0,67.0,17.0,4.0,4.0,12.0
general la madrid,0332,2,279.0,227.0,108.0,75.0,21.0,3.0,6.0,9.0
las flores,0543,2,286.0,220.0,106.0,42.0,51.0,5.0,9.0,7.0
chivilcoy,0224,2,272.0,225.0,88.0,21.0,62.0,0.0,50.0,4.0
roque perez,0834,2,293.0,213.0,123.0,43.0,29.0,3.0,8.0,7.0
olavarria,0723,2,292.0,211.0,98.0,34.0,60.0,2.0,16.0,1.0
nueve de julio,0709,2,273.0,217.0,134.0,28.0,35.0,4.0,6.0,10.0
general lavalle,0338B,2,286.0,210.0,107.0,53.0,32.0,10.0,4.0,4.0
general belgrano,0324,2,266.0,219.0,126.0,56.0,11.0,2.0,20.0,3.0
laprida,0528,2,266.0,220.0,89.0,91.0,20.0,8.0,6.0,3.0
general villegas,0414,2,283.0,210.0,72.0,29.0,61.0,6.0,28.0,10.0
general viamonte,0406,2,275.0,208.0,112.0,60.0,14.0,10.0,5.0,7.0
saavedra,0844,2,279.0,207.0,107.0,64.0,18.0,4.0,9.0,2.0
rivadavia,0819,2,279.0,205.0,125.0,32.0,23.0,5.0,10.0,10.0
bolivar,0127,2,263.0,213.0,80.0,18.0,9.0,1.0,101.0,1.0
coronel de marina l. rosales,0249,2,269.0,208.0,120.0,40.0,26.0,2.0,14.0,6.0
coronel de marina l. rosales,0249B,2,261.0,206.0,106.0,47.0,30.0,3.0,9.0,10.0
exaltacion de la cruz,0298,2,269.0,201.0,120.0,39.0,19.0,4.0,5.0,14.0
punta indio,0612,2,252.0,196.0,112.0,50.0,14.0,3.0,4.0,11.0
lobos,0580,2,252.0,195.0,122.0,31.0,21.0,7.0,10.0,2.0
san pedro,0918,2,270.0,183.0,99.0,45.0,14.0,4.0,11.0,9.0
chascomus,0209,2,235.0,191.0,96.0,47.0,19.0,13.0,6.0,9.0
pehuajo,0735,2,231.0,197.0,78.0,88.0,10.0,1.0,10.0,1.0
general villegas,0421,2,232.0,187.0,100.0,18.0,62.0,0.0,3.0,4.0
villarino,1009,2,234.0,182.0,133.0,13.0,12.0,2.0,5.0,17.0
tornquist,0956,2,244.0,176.0,99.0,24.0,21.0,1.0,30.0,1.0
bragado,0141,2,243.0,176.0,67.0,74.0,17.0,2.0,7.0,9.0
balcarce,0104,2,241.0,173.0,107.0,31.0,13.0,4.0,14.0,3.0
baradero,0111,2,219.0,183.0,87.0,32.0,16.0,10.0,16.0,22.0
navarro,0678,2,226.0,172.0,90.0,40.0,12.0,5.0,16.0,8.0
general viamonte,0405,2,244.0,164.0,78.0,62.0,6.0,2.0,10.0,2.0
colon,0231,2,211.0,176.0,62.0,58.0,8.0,2.0,32.0,14.0
adolfo gonzales chaves,0428,2,207.0,182.0,39.0,59.0,20.0,1.0,1.0,52.0
brandsen,0153A,2,213.0,173.0,94.0,30.0,11.0,6.0,5.0,26.0
navarro,0681A,2,214.0,172.0,67.0,64.0,13.0,0.0,19.0,9.0
general las heras,0548A,2,293.0,0.0,118.0,61.0,55.0,1.0,6.0,11.0
dolores,0285,2,213.0,162.0,81.0,56.0,9.0,3.0,6.0,4.0
monte,0660,2,223.0,156.0,106.0,25.0,13.0,3.0,8.0,0.0
alberti,0012,2,287.0,0.0,95.0,40.0,11.0,4.0,76.0,16.0
olavarria,0725,2,220.0,153.0,90.0,22.0,30.0,3.0,4.0,4.0
coronel suarez,0256A,2,200.0,161.0,84.0,38.0,17.0,7.0,7.0,8.0
mercedes,0648,2,200.0,161.0,70.0,52.0,19.0,3.0,7.0,8.0
coronel suarez,0258,2,193.0,164.0,67.0,29.0,34.0,3.0,2.0,27.0
carmen de areco,0177,2,204.0,157.0,75.0,44.0,16.0,3.0,7.0,11.0
daireaux,0181,2,202.0,158.0,78.0,45.0,10.0,3.0,2.0,18.0
brandsen,0149,2,206.0,155.0,78.0,52.0,11.0,4.0,4.0,6.0
chivilcoy,0221,2,206.0,154.0,68.0,10.0,30.0,1.0,39.0,6.0
alberti,0013,2,189.0,160.0,107.0,8.0,10.0,6.0,27.0,1.0
lincoln,0565,2,197.0,156.0,80.0,36.0,22.0,6.0,4.0,6.0
carlos casares,0166,2,194.0,153.0,65.0,14.0,17.0,0.0,49.0,7.0
pergamino,0752,2,196.0,150.0,85.0,33.0,7.0,7.0,15.0,3.0
tandil,0938,2,205.0,141.0,71.0,25.0,26.0,4.0,8.0,7.0
mercedes,0645,2,199.0,145.0,56.0,40.0,19.0,2.0,18.0,8.0
olavarria,0712,2,199.0,141.0,54.0,46.0,27.0,1.0,5.0,6.0
san andres de giles,0862A,2,189.0,137.0,61.0,43.0,20.0,3.0,3.0,7.0
la plata,0496F,2,173.0,145.0,63.0,41.0,14.0,7.0,7.0,12.0
navarro,0680,2,170.0,145.0,95.0,24.0,14.0,2.0,5.0,5.0
general arenales,0315,2,190.0,137.0,83.0,31.0,11.0,2.0,5.0,0.0
colon,0231A,2,251.0,0.0,89.0,46.0,21.0,1.0,23.0,23.0
guamini,0433,2,180.0,133.0,80.0,29.0,13.0,0.0,0.0,11.0
magdalena,0608,2,179.0,133.0,79.0,25.0,17.0,1.0,6.0,4.0
roque perez,0835,2,174.0,133.0,86.0,22.0,15.0,3.0,2.0,4.0
monte,0658,2,170.0,134.0,57.0,40.0,25.0,0.0,8.0,4.0
chivilcoy,0220,2,171.0,133.0,73.0,9.0,12.0,0.0,30.0,9.0
pila,0766,2,164.0,135.0,94.0,22.0,8.0,0.0,4.0,6.0
benito juarez,0440,2,169.0,132.0,61.0,52.0,3.0,1.0,3.0,8.0
coronel dorrego,0234,2,170.0,127.0,94.0,16.0,13.0,0.0,3.0,0.0
trenque lauquen,0961D,2,166.0,128.0,62.0,33.0,27.0,1.0,2.0,3.0
roque perez,0833,2,245.0,0.0,104.0,38.0,24.0,2.0,8.0,0.0
la plata,0504C,2,285.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0
puan,0781,2,179.0,122.0,80.0,10.0,3.0,13.0,6.0,6.0
pehuajo,0736,2,236.0,0.0,113.0,40.0,12.0,4.0,6.0,7.0
zarate,1013A,2,185.0,113.0,32.0,63.0,5.0,3.0,4.0,4.0
general paz,0352,2,145.0,130.0,89.0,24.0,10.0,1.0,2.0,4.0
mercedes,0647,2,157.0,125.0,64.0,31.0,13.0,3.0,8.0,3.0
navarro,0677,2,167.0,115.0,43.0,45.0,13.0,0.0,6.0,7.0
chivilcoy,0216,2,150.0,122.0,27.0,11.0,31.0,2.0,44.0,7.0
rojas,0826,2,140.0,126.0,85.0,17.0,13.0,2.0,5.0,4.0
benito juarez,0441,2,154.0,119.0,76.0,25.0,9.0,0.0,1.0,6.0
canuelas,0162,2,156.0,116.0,53.0,41.0,10.0,2.0,9.0,1.0
coronel suarez,0258C,2,151.0,118.0,54.0,27.0,16.0,2.0,2.0,15.0
puan,0777A,2,144.0,119.0,80.0,21.0,13.0,2.0,1.0,2.0
florentino ameghino,0361A,2,145.0,118.0,74.0,5.0,7.0,1.0,26.0,5.0
pergamino,0747,2,164.0,109.0,76.0,19.0,5.0,3.0,4.0,1.0
castelli,0187,2,147.0,117.0,62.0,14.0,8.0,3.0,24.0,4.0
tres lomas,0745,2,135.0,121.0,54.0,53.0,8.0,1.0,1.0,4.0
saladillo,0852,2,164.0,105.0,87.0,3.0,9.0,0.0,2.0,4.0
maipu,0617,2,142.0,113.0,61.0,16.0,19.0,4.0,2.0,11.0
salto,0858,2,226.0,0.0,53.0,51.0,18.0,4.0,14.0,0.0
nueve de julio,0697,2,149.0,106.0,77.0,7.0,14.0,0.0,4.0,4.0
balcarce,0103,2,146.0,104.0,73.0,12.0,11.0,1.0,5.0,2.0
rauch,0813,2,137.0,109.0,81.0,16.0,7.0,0.0,0.0,4.0
chivilcoy,0215,2,141.0,106.0,52.0,15.0,16.0,1.0,17.0,5.0
pehuajo,0734A,2,136.0,108.0,57.0,36.0,7.0,2.0,1.0,5.0
chascomus,0204,2,153.0,101.0,71.0,12.0,7.0,2.0,3.0,2.0
carlos casares,0166A,2,141.0,100.0,46.0,14.0,11.0,1.0,22.0,5.0
veinticinco de mayo,0981,2,143.0,96.0,46.0,24.0,9.0,3.0,5.0,6.0
general juan madariaga,0343,2,132.0,96.0,57.0,12.0,16.0,1.0,6.0,4.0
rauch,0811,2,126.0,98.0,57.0,28.0,5.0,2.0,0.0,5.0
olavarria,0720,2,139.0,93.0,72.0,7.0,8.0,0.0,1.0,0.0
chivilcoy,0212,2,121.0,99.0,24.0,10.0,20.0,6.0,33.0,6.0
junin,0454,2,133.0,93.0,50.0,26.0,10.0,0.0,3.0,3.0
salto,0857B,2,131.0,93.0,47.0,27.0,4.0,5.0,6.0,4.0
general belgrano,0322,2,120.0,97.0,42.0,16.0,5.0,1.0,27.0,4.0
tandil,0934,2,194.0,0.0,72.0,18.0,19.0,2.0,1.0,6.0
ayacucho,0055,2,118.0,95.0,68.0,4.0,14.0,1.0,4.0,3.0
coronel dorrego,0236,2,137.0,85.0,54.0,13.0,8.0,3.0,2.0,4.0
bartolome mitre,0117B,2,122.0,92.0,50.0,25.0,10.0,1.0,4.0,2.0
general alvear,0312,2,132.0,86.0,53.0,15.0,10.0,0.0,3.0,5.0
bragado,0138,2,119.0,92.0,50.0,32.0,2.0,6.0,1.0,1.0
coronel de marina l. rosales,0248B,2,140.0,80.0,62.0,5.0,8.0,2.0,0.0,3.0
ensenada,0492,2,178.0,0.0,32.0,60.0,9.0,11.0,2.0,6.0
alberti,0015,2,107.0,93.0,27.0,20.0,0.0,1.0,42.0,3.0
balcarce,0102,2,178.0,0.0,64.0,24.0,12.0,1.0,10.0,3.0
rojas,0825,2,123.0,84.0,68.0,7.0,5.0,2.0,2.0,0.0
canuelas,0160,2,116.0,86.0,31.0,32.0,8.0,5.0,5.0,5.0
lincoln,0557,2,115.0,86.0,46.0,15.0,10.0,6.0,5.0,3.0
tapalque,0947,2,106.0,90.0,39.0,40.0,6.0,1.0,3.0,0.0
roque perez,0837,2,123.0,78.0,60.0,8.0,5.0,0.0,1.0,2.0
patagones,0730,2,118.0,80.0,34.0,30.0,12.0,0.0,1.0,2.0
leandro n. alem,0550,2,104.0,86.0,17.0,54.0,6.0,1.0,3.0,5.0
azul,0066,2,103.0,83.0,48.0,18.0,5.0,0.0,1.0,8.0
suipacha,0930,2,101.0,81.0,46.0,17.0,4.0,3.0,5.0,6.0
las flores,0540,2,107.0,79.0,56.0,5.0,11.0,0.0,3.0,2.0
magdalena,0607,2,96.0,83.0,45.0,19.0,10.0,4.0,3.0,0.0
navarro,0679,2,107.0,76.0,44.0,15.0,4.0,0.0,9.0,4.0
chascomus,0206,2,110.0,75.0,45.0,13.0,9.0,1.0,3.0,3.0
las flores,0545,2,97.0,81.0,49.0,8.0,16.0,2.0,4.0,1.0
baradero,0108,2,110.0,73.0,38.0,13.0,12.0,1.0,2.0,6.0
suipacha,0929A,2,102.0,75.0,47.0,10.0,8.0,1.0,8.0,0.0
carlos casares,0165A,2,101.0,72.0,34.0,12.0,6.0,1.0,13.0,5.0
olavarria,0723A,2,118.0,63.0,33.0,9.0,15.0,1.0,1.0,4.0
chacabuco,0193,2,96.0,73.0,45.0,22.0,3.0,2.0,1.0,0.0
azul,0062A,2,102.0,71.0,36.0,23.0,5.0,1.0,2.0,2.0
colon,0230A,2,96.0,71.0,43.0,9.0,7.0,2.0,1.0,9.0
lincoln,0556,2,94.0,72.0,50.0,9.0,6.0,0.0,7.0,0.0
san andres de giles,0862,2,99.0,69.0,36.0,15.0,6.0,1.0,7.0,4.0
las flores,0539,2,110.0,63.0,41.0,7.0,9.0,2.0,0.0,4.0
lobos,0576A,2,91.0,72.0,56.0,11.0,0.0,1.0,2.0,2.0
saladillo,0848,2,95.0,69.0,48.0,16.0,3.0,0.0,0.0,2.0
general paz,0346,2,105.0,66.0,26.0,23.0,11.0,1.0,0.0,1.0
ayacucho,0052,2,85.0,75.0,47.0,11.0,8.0,1.0,4.0,2.0
tandil,0939,2,88.0,71.0,51.0,13.0,3.0,0.0,1.0,2.0
lincoln,0567,2,90.0,69.0,39.0,14.0,9.0,0.0,3.0,3.0
tandil,0935,2,98.0,64.0,41.0,6.0,4.0,2.0,4.0,7.0
chivilcoy,0219,2,88.0,68.0,29.0,8.0,7.0,1.0,14.0,9.0
navarro,0682,2,95.0,64.0,43.0,15.0,2.0,0.0,1.0,3.0
saladillo,0851,2,91.0,66.0,42.0,7.0,11.0,1.0,2.0,1.0
ayacucho,0056,2,105.0,58.0,32.0,8.0,10.0,6.0,2.0,0.0
pergamino,0748E,2,89.0,66.0,30.0,26.0,5.0,1.0,2.0,1.0
daireaux,0182,2,86.0,67.0,41.0,18.0,3.0,1.0,0.0,3.0
adolfo alsina,0006,2,82.0,68.0,34.0,10.0,17.0,3.0,1.0,3.0
azul,0062B,2,90.0,65.0,43.0,10.0,5.0,1.0,4.0,0.0
general las heras,0548B,2,87.0,65.0,27.0,21.0,15.0,0.0,1.0,1.0
general pinto,0358,2,89.0,66.0,28.0,14.0,16.0,0.0,3.0,0.0
san cayetano,0871B,2,79.0,66.0,61.0,1.0,3.0,0.0,1.0,0.0
san pedro,0916,2,83.0,66.0,34.0,19.0,4.0,2.0,3.0,0.0
la plata,0493,2,95.0,58.0,22.0,19.0,5.0,3.0,6.0,3.0
chacabuco,0196A,2,81.0,64.0,38.0,19.0,3.0,0.0,3.0,0.0
bartolome mitre,0117A,2,79.0,64.0,46.0,6.0,3.0,1.0,3.0,3.0
coronel pringles,0246,2,89.0,57.0,42.0,6.0,0.0,4.0,2.0,1.0
san cayetano,0871C,2,80.0,60.0,41.0,2.0,4.0,1.0,3.0,9.0
mar chiquita,0621,2,79.0,59.0,41.0,9.0,6.0,0.0,2.0,1.0
loberia,0569,2,79.0,59.0,38.0,15.0,1.0,0.0,0.0,4.0
ramallo,0801,2,78.0,59.0,32.0,5.0,20.0,0.0,1.0,1.0
general viamonte,0407,2,77.0,59.0,38.0,13.0,7.0,0.0,1.0,0.0
junin,0448,2,76.0,58.0,35.0,7.0,6.0,2.0,4.0,4.0
general alvarado,0309,2,88.0,52.0,23.0,12.0,13.0,0.0,2.0,2.0
punta indio,0611,2,69.0,60.0,33.0,11.0,10.0,2.0,4.0,0.0
general paz,0349,2,71.0,59.0,30.0,19.0,7.0,0.0,1.0,2.0
lincoln,0555,2,81.0,53.0,30.0,14.0,3.0,1.0,1.0,4.0
lincoln,0558,2,81.0,53.0,29.0,16.0,4.0,0.0,2.0,2.0
chacabuco,0196,2,70.0,59.0,34.0,13.0,3.0,4.0,3.0,0.0
veinticinco de mayo,0986,2,71.0,57.0,23.0,16.0,10.0,1.0,2.0,5.0
hipolito yrigoyen,0742B,2,68.0,59.0,23.0,4.0,1.0,0.0,28.0,1.0
bolivar,0128,2,71.0,57.0,36.0,5.0,3.0,0.0,9.0,2.0
lincoln,0560,2,80.0,50.0,25.0,16.0,5.0,2.0,2.0,0.0
benito juarez,0437,2,69.0,54.0,27.0,11.0,6.0,0.0,2.0,6.0
nueve de julio,0708,2,71.0,52.0,38.0,6.0,4.0,0.0,3.0,1.0
bragado,0142,2,67.0,53.0,32.0,12.0,4.0,0.0,0.0,5.0
rojas,0824,2,67.0,54.0,23.0,16.0,9.0,1.0,1.0,2.0
general la madrid,0336,2,66.0,53.0,23.0,21.0,1.0,3.0,1.0,2.0
azul,0061,2,74.0,46.0,33.0,7.0,4.0,2.0,0.0,0.0
chacabuco,0194,2,96.0,0.0,44.0,19.0,1.0,1.0,3.0,1.0
bolivar,0131,2,63.0,50.0,25.0,3.0,1.0,3.0,14.0,4.0
coronel dorrego,0237A,2,71.0,45.0,28.0,3.0,10.0,0.0,3.0,0.0
magdalena,0610,2,66.0,46.0,32.0,6.0,6.0,1.0,0.0,0.0
veinticinco de mayo,0982,2,64.0,47.0,37.0,3.0,3.0,1.0,2.0,0.0
bolivar,0129,2,66.0,46.0,19.0,14.0,7.0,0.0,4.0,1.0
general villegas,0412,2,68.0,44.0,16.0,14.0,13.0,0.0,0.0,1.0
tres arroyos,0970,2,67.0,46.0,11.0,11.0,9.0,1.0,2.0,9.0
bolivar,0131A,2,61.0,47.0,24.0,3.0,6.0,1.0,10.0,2.0
chacabuco,0195,2,67.0,43.0,35.0,5.0,2.0,0.0,0.0,1.0
rauch,0810,2,63.0,43.0,18.0,16.0,5.0,0.0,1.0,4.0
rojas,0828,2,62.0,45.0,28.0,10.0,4.0,1.0,0.0,0.0
general paz,0350,2,59.0,45.0,26.0,5.0,7.0,1.0,3.0,2.0
salto,0855A,2,62.0,42.0,34.0,0.0,1.0,0.0,3.0,4.0
tapalque,0945,2,62.0,43.0,17.0,11.0,8.0,0.0,0.0,5.0
loberia,0570,2,62.0,42.0,29.0,3.0,6.0,1.0,1.0,1.0
general alvear,0311,2,69.0,38.0,19.0,9.0,6.0,0.0,4.0,0.0
nueve de julio,0705,2,56.0,44.0,26.0,8.0,5.0,1.0,2.0,2.0
san cayetano,0871A,2,63.0,40.0,32.0,1.0,4.0,0.0,1.0,2.0
chascomus,0205,2,57.0,41.0,32.0,3.0,1.0,1.0,3.0,1.0
chivilcoy,0226,2,58.0,40.0,19.0,1.0,5.0,0.0,13.0,2.0
castelli,0186,2,59.0,40.0,26.0,1.0,0.0,1.0,8.0,3.0
chacabuco,0191,2,56.0,41.0,28.0,3.0,6.0,2.0,1.0,1.0
general juan madariaga,0342,2,63.0,37.0,20.0,7.0,6.0,1.0,3.0,0.0
rauch,0808,2,60.0,38.0,22.0,7.0,6.0,1.0,1.0,1.0
coronel dorrego,0233,2,49.0,44.0,34.0,2.0,3.0,0.0,2.0,2.0
junin,0453,2,53.0,41.0,29.0,1.0,7.0,0.0,1.0,2.0
tres arroyos,0975A,2,56.0,42.0,15.0,9.0,7.0,0.0,1.0,0.0
escobar,0775A,2,64.0,33.0,15.0,11.0,1.0,0.0,3.0,3.0
zarate,1020,2,53.0,38.0,11.0,18.0,5.0,0.0,4.0,0.0
junin,0449,2,55.0,37.0,30.0,4.0,1.0,0.0,1.0,1.0
dolores,0283,2,57.0,39.0,21.0,9.0,1.0,0.0,0.0,1.0
nueve de julio,0704,2,47.0,40.0,24.0,8.0,7.0,0.0,0.0,1.0
monte,0659,2,52.0,39.0,20.0,6.0,2.0,2.0,4.0,2.0
san vicente,0927,2,53.0,36.0,19.0,6.0,2.0,0.0,3.0,5.0
san pedro,0919,2,68.0,0.0,30.0,13.0,8.0,0.0,2.0,2.0
las flores,0542,2,48.0,38.0,24.0,5.0,4.0,1.0,1.0,1.0
benito juarez,0442,2,49.0,37.0,18.0,14.0,2.0,0.0,0.0,0.0
pergamino,0750,2,47.0,36.0,33.0,1.0,1.0,0.0,0.0,0.0
azul,0065,2,47.0,34.0,18.0,6.0,7.0,1.0,0.0,2.0
adolfo alsina,0002,2,55.0,30.0,23.0,2.0,3.0,0.0,2.0,0.0
trenque lauquen,0961A,2,49.0,33.0,16.0,4.0,9.0,1.0,2.0,1.0
rojas,0829,2,51.0,32.0,18.0,3.0,5.0,0.0,1.0,4.0
las flores,0541,2,47.0,33.0,23.0,2.0,6.0,0.0,1.0,0.0
baradero,0109,2,42.0,35.0,16.0,8.0,5.0,0.0,3.0,2.0
tapalque,0948,2,44.0,34.0,23.0,2.0,4.0,0.0,2.0,1.0
olavarria,0718A,2,40.0,34.0,14.0,15.0,3.0,0.0,2.0,0.0
veinticinco de mayo,0987,2,64.0,0.0,32.0,5.0,0.0,2.0,0.0,5.0
tres arroyos,0968,2,41.0,32.0,23.0,4.0,4.0,0.0,0.0,1.0
ayacucho,0050,2,50.0,28.0,18.0,4.0,3.0,0.0,2.0,0.0
san antonio de areco,0868,2,41.0,32.0,18.0,10.0,2.0,1.0,1.0,0.0
chascomus,0208,2,52.0,26.0,13.0,4.0,5.0,1.0,1.0,2.0
pila,0765A,2,43.0,30.0,18.0,9.0,2.0,0.0,0.0,1.0
bolivar,0125A,2,41.0,31.0,15.0,4.0,5.0,0.0,3.0,1.0
rauch,0812,2,38.0,31.0,20.0,6.0,0.0,0.0,2.0,1.0
baradero,0114,2,41.0,27.0,12.0,8.0,5.0,1.0,0.0,1.0
las flores,0544,2,37.0,29.0,15.0,2.0,5.0,3.0,2.0,0.0
coronel suarez,0255,2,36.0,27.0,25.0,0.0,1.0,0.0,0.0,0.0
rauch,0807,2,36.0,27.0,17.0,4.0,2.0,0.0,1.0,1.0
coronel suarez,0256,2,33.0,27.0,14.0,4.0,6.0,0.0,1.0,2.0
rivadavia,0818,2,39.0,22.0,12.0,1.0,6.0,0.0,2.0,1.0
salto,0857A,2,36.0,23.0,11.0,7.0,1.0,0.0,2.0,1.0
chacabuco,0192,2,33.0,25.0,15.0,5.0,1.0,1.0,1.0,0.0
bahia blanca,0090,2,32.0,23.0,13.0,2.0,4.0,1.0,3.0,0.0
olavarria,0721,2,36.0,21.0,16.0,2.0,1.0,1.0,0.0,0.0
adolfo alsina,0004,2,41.0,18.0,12.0,0.0,6.0,0.0,0.0,0.0
bolivar,0126,2,36.0,21.0,15.0,1.0,1.0,0.0,1.0,0.0
general arenales,0314A,2,36.0,19.0,8.0,5.0,1.0,2.0,2.0,1.0
monte,0662,2,36.0,19.0,5.0,3.0,6.0,1.0,3.0,1.0
tandil,0936,2,31.0,21.0,17.0,2.0,1.0,0.0,1.0,0.0
coronel dorrego,0232A,2,30.0,22.0,14.0,4.0,2.0,0.0,0.0,1.0
tapalque,0946,2,30.0,22.0,10.0,9.0,1.0,0.0,0.0,0.0
carlos casares,0164A,2,33.0,20.0,6.0,4.0,4.0,0.0,2.0,3.0
ayacucho,0051,2,26.0,21.0,9.0,7.0,3.0,0.0,0.0,2.0
junin,0455,2,28.0,19.0,10.0,4.0,0.0,1.0,3.0,1.0
pehuajo,0738A,2,27.0,19.0,7.0,6.0,5.0,1.0,0.0,0.0
general juan madariaga,0341,2,31.0,17.0,10.0,3.0,2.0,0.0,1.0,1.0
azul,0068,2,30.0,18.0,10.0,6.0,1.0,0.0,0.0,0.0
olavarria,0719A,2,37.0,0.0,11.0,4.0,6.0,2.0,2.0,0.0
mar chiquita,0621A,2,28.0,17.0,14.0,1.0,2.0,0.0,0.0,0.0
general guido,0328,2,20.0,20.0,17.0,1.0,0.0,0.0,0.0,0.0
coronel suarez,0255A,2,25.0,17.0,14.0,0.0,0.0,1.0,1.0,0.0
maipu,0617A,2,22.0,18.0,8.0,2.0,4.0,0.0,0.0,4.0
coronel dorrego,0235,2,28.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0
bragado,0139,2,21.0,18.0,10.0,5.0,2.0,0.0,1.0,0.0
general belgrano,0323,2,27.0,15.0,14.0,0.0,1.0,0.0,0.0,0.0
chivilcoy,0225,2,22.0,17.0,12.0,1.0,3.0,0.0,1.0,0.0
general viamonte,0410,2,24.0,16.0,10.0,3.0,3.0,0.0,0.0,0.0
trenque lauquen,0960,2,26.0,15.0,8.0,2.0,4.0,0.0,1.0,0.0
san pedro,0921,2,26.0,15.0,9.0,2.0,3.0,0.0,0.0,1.0
ayacucho,0049,2,27.0,14.0,10.0,1.0,0.0,0.0,2.0,0.0
trenque lauquen,0961C,2,21.0,17.0,12.0,2.0,2.0,0.0,0.0,0.0
pergamino,0753A,2,26.0,14.0,8.0,4.0,2.0,0.0,0.0,0.0
chivilcoy,0214,2,22.0,15.0,9.0,3.0,1.0,0.0,2.0,0.0
benito juarez,0438,2,19.0,16.0,8.0,5.0,3.0,0.0,0.0,0.0
laprida,0526,2,21.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0
nueve de julio,0701A,2,22.0,15.0,12.0,1.0,0.0,0.0,1.0,0.0
ramallo,0802,2,19.0,16.0,8.0,4.0,4.0,0.0,0.0,0.0
general pinto,0356,2,24.0,13.0,9.0,1.0,1.0,0.0,2.0,0.0
rivadavia,0821,2,24.0,13.0,5.0,1.0,4.0,0.0,3.0,0.0
coronel dorrego,0236A,2,18.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0
trenque lauquen,0961B,2,21.0,13.0,6.0,4.0,2.0,0.0,0.0,0.0
hipolito yrigoyen,0742A,2,17.0,14.0,7.0,2.0,1.0,0.0,2.0,2.0
azul,0069,2,20.0,12.0,10.0,1.0,1.0,0.0,0.0,0.0
ayacucho,0057,2,22.0,11.0,6.0,3.0,1.0,0.0,0.0,0.0
