CODIGO PROVINCIA;CODIGO DEPARTAMENTO;CODIGO CIRCUITO   ;CODIGO MESA;AMBITO;CODIGO VOTOS;VOTOS
14;001;0002 ;0044; ;3060;016
14;001;0002 ;0044; ;3083;014
14;001;0002 ;0044; ;3204;119
14;001;0002 ;0044; ;3275;054
14;001;0002 ;0044; ;3203;009
14;001;0002 ;0045; ;9001;350
14;001;0002 ;0045; ;9002;242
14;001;0002 ;0045; ;9003;000
14;001;0002 ;0045; ;9004;002
14;001;0002 ;0045; ;9005;003
14;001;0002 ;0045; ;9006;000
14;001;0002 ;0045; ;3020;011
14;001;0002 ;0045; ;3041;010
14;001;0002 ;0045; ;3042;012
14;001;0002 ;0045; ;3048;004
14;001;0002 ;0045; ;3060;023
14;001;0002 ;0045; ;3083;006
14;001;0002 ;0045; ;3204;091
14;001;0002 ;0045; ;3275;059
14;001;0002 ;0045; ;3203;021
14;001;0002 ;0046; ;9001;351
14;001;0002 ;0046; ;9002;240
14;001;0002 ;0046; ;9003;000
14;001;0002 ;0046; ;9004;006
14;001;0002 ;0046; ;9005;003
14;001;0002 ;0046; ;9006;000
14;001;0002 ;0046; ;3020;016
14;001;0002 ;0046; ;3041;004
14;001;0002 ;0046; ;3042;011
14;001;0002 ;0046; ;3048;001
14;001;0002 ;0046; ;3060;014
14;001;0002 ;0046; ;3083;011
14;001;0002 ;0046; ;3204;106
14;001;0002 ;0046; ;3275;058
14;001;0002 ;0046; ;3203;010
14;001;0002 ;0047; ;9001;350
14;001;0002 ;0047; ;9002;239
14;001;0002 ;0047; ;9003;000
14;001;0002 ;0047; ;9004;004
14;001;0002 ;0047; ;9005;000
14;001;0002 ;0047; ;9006;000
14;001;0002 ;0047; ;3020;014
14;001;0002 ;0047; ;3041;006
14;001;0002 ;0047; ;3042;010
14;001;0002 ;0047; ;3048;004
14;001;0002 ;0047; ;3060;007
14;001;0002 ;0047; ;3083;010
14;001;0002 ;0047; ;3204;074
14;001;0002 ;0047; ;3275;096
14;001;0002 ;0047; ;3203;014
14;001;0002 ;0048; ;9001;350
14;001;0002 ;0048; ;9002;238
14;001;0002 ;0048; ;9003;001
14;001;0002 ;0048; ;9004;007
14;001;0002 ;0048; ;9005;003
14;001;0002 ;0048; ;9006;000
14;001;0002 ;0048; ;3020;013
14;001;0002 ;0048; ;3041;005
14;001;0002 ;0048; ;3042;009
14;001;0002 ;0048; ;3048;002
14;001;0002 ;0048; ;3060;008
